,idno,author.name,title,year,supergenre,genre,subgenre.cligs.important,author.country,author.viaf,author.bne,author.gender,title.main,title.viaf,title.bne,author.name.full,subtitle,availability,subgenre.cligs,genre.analyzed,genre.analyzed.cert,date.file,digital.source,digital.source.format,genre.subtitle,narrator,protagonist.gender,setting.type,form,publication,digital.source.idno,author.continent,authorText.group,authorText.subgroup,protagonist.name,protagonist.age,protagonist.socLevel,protagonist.profession,representation,setting.continent,setting.country,setting.settlement,setting.territory,text.movement,time.period,time.span,authorText.relation,end,time.year,keywords.cert,author.movement,author.submovement,author.date.birth,author.date.death,litHist.literaryQuality,litHist.brow,litHist.audience,author.litHist.pages,author.nonNovelGenre,litHist.pages,author.year.change,setting.settlement.represented.exist,setting.represented,MdLE,CoNSSA,CoNSSA.canon,HdLE,subgenre.lithist.MdLE,subgenre.lithist.HdLE,subgenre.edit.epublibre,subgenre.edit.amazon,subgenre.edit.wikidata,subgenre.edit.esdbpedia,subgenre.subtitle.bne,subgenre.subtitle.first.edition,subgenre.cluster,am.tokens,am.chars,am.divs,am.verses,am.sps,am.paragraphs,am.pds,am.numerals,am.puncts,am.blocks,am.chapters,am.shortStories,am.parts,am.sections,am.divisions,am.lg.poems,am.lg.stanzas,am.saids,am.narrative.ps,am.punctual.ss,len.abstract,am.fts,len.chapters.mean,len.chapters.std,len.chapters.median,len.chapters.iqr,am.conjunctions,am.determiners,am.nouns,am.verbs,am.adverbs,am.adjectives,am.adpositions,am.punctuations,am.pronouns,am.dates,am.numbers,am.interjections,am.ne.persons,am.ne.organizations,am.ne.locations,am.ne.others,am.ss,len.ss.mean,len.ss.std,len.ss.median,len.ss.iqr,am.ss.active.verbs.mean,am.ss.active.verbs.std,am.ss.active.verbs.median,am.ss.active.verbs.iqr,am.ws,am.ws.num.mean,am.ws.num.std,am.ws.num.median,am.ws.num.iqr,am.wnlex.noun.plants,am.wnlex.verb.communications,am.wnlex.noun.foods,am.wnlex.verb.possessions,am.wnlex.verb.cognitions,am.wnlex.noun.communications,am.wnlex.noun.states,am.wnlex.verb.statives,am.wnlex.noun.cognitions,am.wnlex.noun.times,am.wnlex.verb.bodys,am.wnlex.noun.persons,am.wnlex.adj.alls,am.wnlex.noun.quantitys,am.wnlex.noun.phenomenons,am.wnlex.verb.creations,am.wnlex.adj.perts,am.wnlex.adv.alls,am.wnlex.noun.processs,am.wnlex.noun.artifacts,am.wnlex.verb.perceptions,am.wnlex.noun.feelings,am.wnlex.verb.weathers,am.wnlex.noun.substances,am.wnlex.noun.shapes,am.wnlex.verb.competitions,am.wnlex.verb.motions,am.wnlex.noun.animals,am.wnlex.noun.acts,am.wnlex.noun.bodys,am.wnlex.noun.objects,am.wnlex.noun.motives,am.wnlex.verb.socials,am.wnlex.noun.groups,am.wnlex.verb.consumptions,am.wnlex.noun.possessions,am.wnlex.noun.Topss,am.wnlex.noun.relations,am.wnlex.noun.attributes,am.wnlex.verb.emotions,am.wnlex.noun.locations,am.wnlex.noun.events,am.wnlex.verb.contacts,am.wnlex.xxxs,am.wnlex.verb.changes,decade
ne0011,ne0011,Galdos,Manso,1882,narrative,novela,philosophical,Spain,71395987 ,XX1014802,male,El amigo Manso,174656910,XX1901670,Benito Pérez Galdós,,free,"memoir,realist,sentimental,social,philosophical",novela,,2015-04-21,#bvmc,html,,autodiegetic,male,big-city,prose,book,,Europe,dos novelas sobre la educación,,Máximo Manso,adult,medium,teacher,realistic,Europe,Spain,Madrid,Castilla,realista,contemporary,730,medium,negative,,medium,realism,realista,1843,1920,medium,high,elite,181,theatre,3.0,1889,True,Madrid,True,True,True,True,novela naturalista,novela pedagógica,Realista,"Aprendizaje y enseñanza de idiomas, Guías de estudio y repaso, Ficción clásica ; Ficción clásica, Ficción por género;",,,,,,90412,521108,52,0,0,1729,1027,24,20696,1779,50,0,0,1,0,0,0,1176,702,5660,1596,1,10617.58,4109.47,10226.50,5102.25,7056,13347,18829,17061,5400,5406,12492,17331,10644,19,335,226,1203,312,333,98,3695,144.61,116.52,118.00,134.00,2.54,2.09,2.00,2.00,108146,,,,,64,1647,204,687,1344,1346,674,4378,1462,701,777,2308,3805,60,171,841,173,1859,30,1742,841,459,42,207,59,141,1289,171,1319,537,212,54,861,731,258,162,377,28,1232,516,326,407,656,72190,797,1880
ne0013,ne0013,Valle,SonataOtono,1902,narrative,novela,memoir,Spain,68936773,XX1055436,male,Sonata de otoño,182402052,XX2017507,"Valle-Inclán, Ramón del",Memorias del Marqués de Bradomín,free,"memoir,modernist,realist,sentimental",novela,,2014-11-04,#gutenberg,html,memoria,autodiegetic,male,rural,prose,book,46182,Europe,sonatas,,Xavier de Bradomín,mature,high,lord,realistic,Europe,Spain,Brandeso,Galicia,modernista,contemporary,3,medium,negative,,high,modernism,2-modernista,1866,1936,medium,high,elite,162,theatre,4.0,1920,True,Brandeso,True,True,True,True,,,Histórico,"Ficción clásica, Ficción contemporánea; Ficción clásica; Antigua y clásica; Juvenil, Ficción contemporánea; Ficción clásica; Ficción clásica; Ficción clásica, Ficción contemporánea ; Ficción clásica;",,,"memoria, novela romántica",memoria,bucólica,20865,122141,28,0,0,888,551,0,4948,888,27,0,0,0,0,0,0,551,337,2051,484,0,4687.52,1332.94,4456.00,972.00,1337,3545,4786,4108,906,1357,2870,4583,1930,2,92,47,314,45,146,240,1276,98.30,71.18,82.00,84.00,1.91,1.47,2.00,1.00,25563,,,,,62,310,41,96,214,187,77,722,171,219,302,538,965,1,78,159,41,356,29,653,234,104,43,77,8,28,420,325,133,492,103,3,197,76,43,3,35,1,222,137,86,76,316,16888,292,1900
ne0014,ne0014,Valle,SonataEstio,1903,narrative,novela,memoir,Spain,68936773,XX1055436,male,Sonata de estío,174999407,XX3383625,"Valle-Inclán, Ramón del",Memorias del Marqués de Bradomín,free,"adventure,memoir,modernist,realist,sentimental",novela,,2015-11-05,#gutenberg,html,memoria,autodiegetic,male,rural,prose,book,42424,Europe,sonatas,,Xavier de Bradomín,adult,high,lord,realistic,America,Mexico,mixed,Costa de México,modernista,contemporary,7,medium,negative,,high,modernism,2-modernista,1866,1936,medium,high,elite,162,theatre,3.0,1920,True,Mexico,True,True,True,True,,,Histórico,"Ficción contemporánea; Antigua y clásica; Ficción clásica; Juvenil, Ficción contemporánea; Ficción clásica, Ficción contemporánea; Ficción clásica ; Ficción clásica;",,,memoria,memoria,bucólica,22401,133091,32,0,0,587,318,0,4386,587,31,0,0,0,0,0,0,319,269,1712,428,0,4387.19,955.57,4290.00,1220.50,1453,3831,5190,4168,970,1735,3139,4119,1858,5,73,53,192,175,102,35,1154,118.15,80.48,99.00,86.75,2.05,1.51,2.00,2.00,26594,,,,,37,290,32,132,191,247,103,742,213,174,250,564,1121,20,76,152,99,410,11,491,221,106,27,92,23,55,488,139,246,403,203,3,206,109,40,17,41,4,261,121,103,85,276,17715,253,1900
ne0015,ne0015,Valle,SonataPrimavera,1904,narrative,novela,memoir,Spain,68936773,XX1055436,male,Sonata de primavera,181048902,XX3383843,"Valle-Inclán, Ramón del",Memorias del Marqués de Bradomín,free,"memoir,modernist,realist,sentimental",novela,,2014-11-05,#gutenberg,html,memoria,autodiegetic,male,rural,prose,book,42440,Europe,sonatas,,Xavier de Bradomín,adult,high,lord,realistic,Europe,Italy,Ligura,Liguria,modernista,contemporary,7,medium,negative,,high,modernism,2-modernista,1866,1936,medium,high,elite,162,theatre,4.0,1920,True,Liguria,True,True,True,True,,,Histórico,"Ficción contemporánea; Antigua y clásica; Juvenil, Ficción contemporánea; Ficción clásica; Acción y aventura, Acción y aventura, Ficción por género ; Ficción clásica, Ficción contemporánea; Literaria, Ficción contemporánea ; Ficción clásica; Ficción clásica",,,memoria,memoria,bucólica,19079,113297,31,14,0,711,413,2,3913,729,27,0,0,0,0,1,4,413,298,1569,542,0,4242.30,942.89,4075.00,1287.00,1208,3244,4311,3666,738,1225,2530,3850,1710,0,81,19,408,159,117,36,942,121.01,77.50,105.00,87.75,2.24,1.59,2.00,2.00,22582,,,,,36,307,10,77,226,278,104,683,179,164,208,495,880,15,45,158,55,317,11,600,208,83,36,63,20,28,387,53,151,398,98,7,169,72,21,7,39,0,253,116,103,86,216,14854,266,1900
ne0016,ne0016,Valle,SonataInvierno,1905,narrative,novela,memoir,Spain,68936773,XX1055436,male,Sonata de invierno,177949330,XX2017509,"Valle-Inclán, Ramón del",Memorias del Marqués de Bradomín,free,"historical,memoir,modernist,realist,sentimental",novela,,2014-11-10,#gutenberg,html,memoria,autodiegetic,male,rural,prose,book,46182,Europe,sonatas,,Xavier de Bradomín,mature,high,lord,realistic,Europe,Spain,Estella,Navarra,modernista,contemporary,15,medium,negative,,high,modernism,2-modernista,1866,1936,medium,high,elite,162,theatre,3.0,1920,True,Estella,True,True,True,True,,,Histórico,"Ficción clásica, Ficción contemporánea; Antigua y clásica; Juvenil, Ficción contemporánea; Ficción clásica ; Ficción clásica, Ficción contemporánea ; Ficción clásica;",,,"memoria, novela satírica",memoria,bucólica,24108,141184,27,0,0,1095,640,0,5333,1095,26,0,0,0,0,0,0,640,455,2205,595,0,5647.92,1549.44,5172.00,1945.25,1556,4045,5343,4823,1018,1592,3169,5018,2424,1,99,54,544,85,78,32,1250,115.83,77.24,100.00,88.00,2.20,1.52,2.00,2.00,29142,,,,,15,586,24,160,314,379,147,1003,195,230,244,740,1071,13,62,162,44,408,20,533,244,115,40,49,18,43,403,106,301,417,84,7,240,88,30,21,63,3,296,162,96,108,236,19339,283,1900
ne0017,ne0017,Valle,FlordeSantidad,1904,narrative,novela,social,Spain,68936773,XX1055436,male,Flor de santidad,206861048,XX2215970,"Valle-Inclán, Ramón del",Historia milenaria,free,"fantastic,modernist,naturalist,sentimental,social,spiritual",novela,,2014-09-06,#archive,pdf,historia,heterodiegetic,female,rural,prose,book,,Europe,,,Adega,young,low,beggar,realistic,Europe,Spain,Brandeso,Galicia,modernista,modern_times,30,none,negative,,high,modernism,2-modernista,1866,1936,high,high,elite,162,theatre,3.0,1920,True,Brandeso,True,True,True,True,,,Drama,"Ficción clásica; Antigua y clásica ; Europea ; Español y Portugués, Literatura española, Ficción contemporánea;",,,historia,historia,bucólica,19489,113981,33,14,0,700,451,27,4290,746,26,0,5,0,0,1,4,451,249,1591,587,0,4521.12,1069.79,4394.50,1318.75,1169,3756,4842,3492,637,1361,2882,3927,1314,3,86,46,167,164,66,26,865,134.27,94.25,112.00,101.00,2.32,1.77,2.00,2.00,23515,,,,,64,248,85,96,134,186,76,613,99,170,199,584,860,11,74,128,41,273,33,386,219,40,45,99,23,16,456,254,175,350,235,2,213,86,37,22,33,0,180,56,145,83,272,15891,223,1900
ne0018,ne0018,Poncela,PlanoAstral,1922,narrative,novela,sentimental,Spain,76354919,XX1719708,male,El plano astral,,,Enrique Jardiel Poncela,Revelaciones del más allá,restricted,"crime-fiction,sentimental",novela,,2017-12-15,#abbyy,html,,heterodiegetic,male,big-city,prose,book,,Europe,primera novela,,Jack Greenwood,?,?,?,non-realistic,Europe,United Kingdom,Birmingham,Inglaterra,,contemporary,?,none,negative,188?,low,avantgarde,vanguardista,1901,1952,low,,,49,theatre,0.2,0,True,Birmingham,True,True,False,False,novela sentimental,,,"Historia, teoría literaria y crítica; Humor ; Ficción clásica",,,,,bucólica,16987,102014,45,2,0,690,248,21,4110,731,5,0,0,37,0,1,0,311,442,1168,376,0,21087.80,15105.38,14154.00,25336.00,1052,2666,3661,3258,960,1120,2246,3699,1550,12,86,14,501,66,95,17,804,127.62,125.55,97.00,108.00,2.48,2.19,2.00,2.00,20324,,,,,7,357,7,124,207,174,105,803,274,214,140,402,748,13,47,110,47,332,7,275,166,75,25,42,39,28,249,31,188,227,57,3,202,42,34,9,102,2,207,85,67,107,158,13527,259,1920
ne0019,ne0019,BlascoIbanez,Bodega,1905,narrative,novela,realist,Spain,73848096,XX1028057,male,La bodega,207945635,XX1892690,Vicente Blasco Ibáñez,Novela,free,"naturalist,social,realist",novela,,2015-12-16,#gutenberg,html,novela,heterodiegetic,male,small-city,prose,book,28927,Europe,novelas sociales,,Fernando Salvatierra,adult,low,worker,realistic,Europe,Spain,Jerez,Andalucía,social-realista,contemporary,150,none,partial negative,,medium,modernism,2-modernista,1867,1928,medium,,,23,short-stories,1.0,1909,True,Jerez,True,True,True,True,novela social,novela social,"Drama, Realista",Antologías; Ficción clásica,,,novela,novela,,100190,586135,11,8,0,1925,566,6,18191,1945,10,0,0,0,0,3,0,782,1359,5244,871,0,59680.80,18167.64,55926.00,20509.75,6338,18740,24275,17264,3857,5550,16358,16990,8468,43,282,144,1731,342,639,103,4251,141.66,103.32,118.00,124.00,2.05,1.64,2.00,2.00,118309,,,,,106,1486,457,623,1097,1146,665,3686,1000,784,720,3361,3946,162,235,809,175,1221,80,2054,876,698,65,251,73,155,1543,332,1468,971,485,20,953,949,229,164,288,36,1263,720,591,514,840,80045,965,1900
ne0020,ne0020,Valle,CruzadosCausa,1908,narrative,novela,historical,Spain,68936773,XX1055436,male,Los cruzados de la Causa,175126136,,"Valle-Inclán, Ramón del",La guerra carlista,free,"adventure,realist,social,war-novel,historical",novela,,2014-01-07,#archive,pdf,,heterodiegetic,male,rural,prose,book,,Europe,La guerra carlista,,Xavier de Bradomín,mature,high,lord,realistic,Europe,Spain,Viana del Prior,Galicia,modernista,contemporary,15,medium,partial negative,,high,modernism,2-modernista,1866,1936,medium,,,162,theatre,1.5,1920,True,Viana del Prior,True,True,True,True,,,Aventuras," Sociedad y cultura, Historia, Ficción contemporánea ; Ficción contemporánea",,,,,bucólica,21999,127364,33,8,0,982,571,0,5252,1021,32,0,0,0,0,2,0,571,411,1915,396,0,4138.44,1018.22,4056.50,1316.75,1313,4236,5458,3966,809,1196,3171,4754,1637,4,86,41,425,103,83,34,1071,122.18,90.68,103.00,92.50,2.20,1.89,2.00,2.00,26671,,,,,37,360,39,153,153,245,89,838,116,161,223,821,808,28,87,173,38,310,19,654,180,63,36,43,20,40,447,136,274,377,157,10,214,151,39,28,35,2,204,79,94,75,321,18070,224,1900
ne0021,ne0021,Valle,ResplandorHoguera,1909,narrative,novela,historical,Spain,68936773,XX1055436,male,El resplandor de la hoguera,314167748,XX3384448,"Valle-Inclán, Ramón del",La guerra carlista,free,"adventure,realist,social,war-novel,historical",novela,,2015-01-12,#archive,pdf,,heterodiegetic,male,rural,prose,book,,Europe,La guerra carlista,,Cara de Plata,adult,medium,military personnel,realistic,Europe,Spain,Otaín,Navarra,modernista,contemporary,15,none,negative,,high,modernism,2-modernista,1866,1936,high,high,elite,162,theatre,1.0,1920,True,Otaín,True,True,True,True,,,Aventuras,"Ficción clásica, Ficción contemporánea; Ficción clásica",,,,,bucólica,25335,145911,25,16,0,1336,797,0,6372,1376,24,0,0,0,0,4,0,798,539,2494,482,0,6366.58,1357.20,6187.00,1370.00,1465,4815,6139,4779,988,1249,3656,5910,2138,6,136,79,529,79,112,16,1440,104.24,65.04,93.00,77.00,2.02,1.43,2.00,2.00,31360,,,,,27,425,69,139,219,227,106,935,108,124,283,1006,883,24,58,185,22,361,67,705,291,59,41,52,19,67,622,157,346,441,168,3,217,176,57,11,35,1,257,53,134,80,323,21476,301,1900
ne0022,ne0022,Valle,GerifaltesAntano,1909,narrative,novela,historical,Spain,68936773,XX1055436,male,Gerifaltes de antaño,178795042,XX1976382,"Valle-Inclán, Ramón del",la guerra carlista,free,"adventure,realist,social,war-novel,historical",novela,,2014-01-21,#archive,pdf,,heterodiegetic,male,rural,prose,book,,Europe,La guerra carlista,,Manuel Santa Cruz,mature,medium,military personnel,realistic,Europe,Spain,Otaín,Navarra,modernista,contemporary,15,none,positive,,high,modernism,2-modernista,1866,1936,,,,162,theatre,1.2,1920,True,Otaín,True,True,False,True,,,Aventuras," Cristiana, Religión; Sociedad y cultura, Historia, Ficción contemporánea ; Ficción clásica, Ficción contemporánea",,,,,bucólica,24655,142358,34,0,0,1086,617,1,5593,1119,33,0,0,0,0,0,0,617,469,2209,653,0,4481.55,1187.55,4642.00,1428.00,1462,4411,5794,4704,1007,1366,3564,5294,2220,5,127,27,565,125,231,39,1427,102.29,58.82,92.00,72.00,1.94,1.31,2.00,1.00,29981,,,,,18,459,92,121,253,295,110,965,187,141,279,1021,987,18,44,194,24,410,23,584,243,91,30,61,18,55,560,114,346,397,149,5,230,199,61,16,55,2,206,93,175,80,311,20002,257,1900
ne0023,ne0023,Valle,LamparaMaravillosa,1916,non-fiction,?,philosophical,Spain,68936773,XX1055436,male,La lámpara maravillosa,181958645,XX2215981,"Valle-Inclán, Ramón del",Ejercicios espirituales,free,philosophical,ensayo,,2014-12-08,#archive,pdf,,other,male,big-city,prose,book,,Europe,,,Ramón del Valle-Inclán,adult,medium,writer,realistic,Europe,Spain,unknown,unknown,modernista,contemporary,unknown,high,neutral,,low,modernism,2-modernista,1866,1936,,,,162,theatre,3.0,1920,True,unknown,True,True,False,False,,,Otros,"Filosofía; Ficción clásica; Ficción clásica; Ensayos; Historia, teoría literaria y crítica, Sociedad y cultura, Ficción contemporánea; Biografías y autobiografías, Literatura y ficción ; Antigua y clásica ; Ficción, Europea, Antologías",,,,,,25109,144006,93,0,0,146,0,0,3054,195,44,0,5,43,0,0,0,0,146,1103,96,0,3308.52,882.07,3292.50,1064.00,122,406,497,271,40,153,301,227,112,0,6,1,14,4,2,8,85,127.16,76.13,108.00,78.00,1.95,1.35,2.00,1.00,2136,,,,,3,13,2,9,25,39,21,83,78,17,6,32,92,0,6,11,19,11,0,42,7,16,3,0,6,3,16,1,33,3,23,1,17,6,0,2,32,1,38,13,8,19,19,1340,20,1910
ne0024,ne0024,Galdos,Centeno,1883,narrative,novela,bildungsroman,Spain,71395987 ,XX1014802,male,El doctor Centeno,310215921,XX2127855,Benito Pérez Galdós,,free,"naturalist,philosophical,realist,social,bildungsroman",novela,,2015-05-05,#bvmc,html,,heterodiegetic,male,big-city,prose,book,,Europe,dos novelas sobre la educación,,Felipe Centerno (Celipín),young,low,servant,realistic,Europe,Spain,Madrid,Castilla,naturalista,contemporary,1095,none,negative,,medium,realism,realista,1843,1920,medium,,,181,theatre,3.0,1889,True,Madrid,True,True,True,True,,,Realista,"Ficción clásica, Ficción contemporánea; Antologías",,,,,,113466,656973,71,25,75,2121,1120,70,27550,2340,58,0,7,3,2,13,0,1310,1001,7268,1302,3,11685.91,3381.50,11343.00,4476.75,8521,17233,25609,21016,6379,6577,15727,23300,11589,68,582,304,2721,450,562,250,4982,135.63,111.48,111.00,121.00,2.36,2.02,2.00,2.00,136905,,,,,102,1929,538,791,1255,1646,773,5339,1415,1004,1128,2932,4466,156,214,1001,214,2227,58,2606,1127,407,72,336,79,171,1842,273,1571,1013,331,41,1182,678,377,287,341,32,1281,496,489,533,970,92121,1060,1880
ne0025,ne0025,Poncela,PeroMilVirgenes,1929,narrative,novela,comedy,Spain,76354919,XX1719708,male,Pero... ¿hubo alguna vez once mil vírgenes?,,XX2031585,Enrique Jardiel Poncela,Novela,restricted,"erotic,comedy",novela,,2018-03-15,#epublibre,epub,novela,heterodiegetic,female,big-city,prose,book,,Europe,,,Pedro Valdivia,adult,high,lord,realistic,Europe,mixed,mixed,mixed,,contemporary,1095,low,negative,1925,medium,avantgarde,vanguardista,1901,1952,,,,49,theatre,1.0,0,True,Europe,True,True,True,True,novela erótica,,,"Humor, Teatro, Ficción clásica;",,,novela,novela,,97157,574384,158,150,0,5520,1985,609,22504,5801,16,0,4,123,0,21,0,2170,3535,7774,1078,32,33635.38,19875.67,26707.00,21774.50,5522,12733,19114,15153,4227,4381,11631,20477,8222,58,988,198,2304,697,1010,318,3907,129.13,150.15,92.00,127.00,2.08,2.23,1.00,2.00,102704,,,,,60,1549,156,617,1008,1236,485,3742,709,785,597,2508,3151,122,103,624,209,1603,43,1719,457,389,86,222,55,179,1091,280,1060,786,254,29,896,341,189,126,156,24,717,450,303,417,753,71530,886,1920
ne0026,ne0026,Zamacois,Incesto,1900,narrative,novela,erotic,Spain,51728159,XX1137688,male,Incesto,,XX2930015,Eduardo Zamacois,Novela original,free,"realist,sentimental,social,erotic",novela,,2015-10-23,#gutenberg,html,novela,heterodiegetic,female,big-city,prose,book,48654,Europe,,,Mercedes Gómez-Urquijo,young,medium,unknown,realistic,Europe,Spain,Madrid,Castilla,modernista,contemporary,365,low,partial negative,,low,modernism,3-modernista,1873,1971,,,,3,theatre,0.2,0,True,Madrid,True,True,False,False,novela erótica,,,"Ficción clásica, Ficción clásica",,,novela,novela,,38071,236966,6,16,0,1209,700,1,10227,1230,5,0,0,0,0,7,0,888,509,2080,3,0,48640.60,26570.98,45024.00,31800.00,2457,5884,8408,7302,2235,2876,5339,8369,3533,22,133,89,780,280,154,46,827,296.18,271.82,222.00,269.50,4.75,4.56,4.00,4.00,46647,,,,,21,778,123,257,516,560,316,1331,517,336,310,1108,1936,26,80,247,67,918,12,816,369,229,32,56,25,60,717,62,451,436,82,20,439,161,61,34,98,10,490,341,150,161,347,31126,415,1900
ne0027,ne0027,Galdos,Bringas,1884,narrative,novela,realist,Spain,71395987 ,XX1014802,male,La de Bringas,202076999,XX2316482,Benito Pérez Galdós,,free,"naturalist,social,realist",novela,,2015-05-05,#bvmc,html,,heterodiegetic,female,big-city,prose,book,,Europe,Novelas contemporáneas,,Rosalía Pipaón (la de Bringas),adult,medium,housewife,realistic,Europe,Spain,Madrid,Castilla,naturalista,contemporary,365,none,negative,,medium,realism,realista,1843,1920,medium,,,181,theatre,2.0,1889,True,Madrid,True,True,True,True,novela naturalista,,Realista,"Antologías; Ficción clásica, Ficción contemporánea; Ficción clásica; Ficción clásica, Ficción contemporánea ; Antologías, Antologías; Antologías",,,,,,71567,414102,51,0,21,806,377,71,15461,897,50,0,0,0,0,0,0,505,429,3949,569,0,8397.02,1459.45,8484.00,1998.00,5215,11175,15613,13177,4333,3902,10465,12746,7292,83,421,146,1347,333,497,121,2812,151.12,113.89,127.00,129.25,2.40,1.98,2.00,2.00,84568,,,,,76,1240,161,665,818,853,525,3318,894,649,598,1684,2750,88,129,565,130,1519,27,1859,598,297,26,213,34,91,1018,245,977,587,146,25,835,436,150,280,228,20,792,377,345,346,626,56640,688,1880
ne0028,ne0028,Galdos,Tormento,1884,narrative,novela,realist,Spain,71395987,XX1014802,male,Tormento,310912302,XX2127962,Benito Pérez Galdós,,free,"naturalist,sentimental,social,realist",novela,,2015-05-05,#bvmc,html,,homodiegetic,female,big-city,prose,book,,Europe,Novelas contemporáneas,,Amparo Sánchez Emperador,young,low,servant,realistic,Europe,Spain,Madrid,Castilla,naturalista,contemporary,365,none,partial positive,,medium,realism,realista,1843,1920,high,high,,181,theatre,6.0,1889,True,Madrid,True,True,True,True,novela naturalista,,Realista,"Ficción clásica, Ficción contemporánea, Romántica; Ficción clásica; Ficción clásica, Ficción histórica, Ficción por género; Ficción clásica, Ficción clásica; Antologías; Ficción clásica, Romántica, Ficción contemporánea; Historias cortas, Cuentos, Historias cortas; Español y Portugués, Literatura española, Ficción clásica",,,,,,83008,477620,42,0,117,1642,955,19,20538,1863,41,0,0,0,0,0,0,1233,687,5617,2365,0,11969.22,3644.25,11644.00,4094.00,6235,12170,17337,16728,5293,4623,11119,17412,9567,58,370,233,1563,278,408,141,3776,130.15,110.89,104.00,116.00,2.39,2.15,2.00,2.00,101145,,,,,51,1713,203,585,1055,1164,546,4222,1025,653,825,2002,3351,90,151,719,118,1893,34,2442,849,397,50,250,39,147,1462,165,1152,610,240,32,925,483,225,185,306,31,1019,521,277,469,700,66990,779,1880
ne0029,ne0029,Galdos,Prohibido,1884,narrative,novela,sentimental,Spain,71395987 ,XX1014802,male,Lo prohibido,207060954,XX2127951,Benito Pérez Galdós,,free,"memoir,naturalist,realist,sentimental,social",novela,,2015-05-05,#bvmc,html,,autodiegetic,male,big-city,prose,book,,Europe,periodo naturalista,,José Mª Bueno,adult,high,business owner,realistic,Europe,Spain,Madrid,Castilla,naturalista,contemporary,1460,none,negative,,medium,realism,realista,1843,1920,medium,,,181,theatre,3.0,1889,True,Madrid,True,True,True,True,novela naturalista,,Realista,"Saga familiar, Ficción clásica ; Ficción clásica",,,,,,158514,904746,119,0,0,1931,901,109,32214,2049,90,0,26,0,2,0,0,1146,1030,9446,773,0,9853.83,3304.32,9659.00,4857.00,12207,23112,31976,31024,9777,8788,22095,28815,19355,162,844,276,2411,599,850,168,7692,120.52,91.73,99.00,104.00,2.19,1.76,2.00,2.00,188431,,,,,107,3029,251,1455,1946,2021,1088,7634,2083,1218,1537,3206,6210,157,233,1479,313,3302,59,3155,1427,818,83,379,102,250,2246,340,2412,1201,324,92,1597,992,400,567,584,41,1950,1095,506,835,1317,126930,1459,1880
ne0030,ne0030,Valle,TiranoBanderas,1926,narrative,novela,historical,Spain,68936773,XX1055436,male,Tirano banderas,179510026,XX1923189,"Valle-Inclán, Ramón del",Novela de tierra caliente,free,"political-fiction,realist,social,historical",novela,,2014-03-06,#other,html,Novela,heterodiegetic,male,rural,prose,book,,Europe,Esperpento,,Santos Banderas,mature,high,politician,realistic,America,Santa Fe de Tierra,Santa Mónica,Santa Mónica,vanguardista,contemporary,3,none,positive,,medium,modernism,2-modernista,1866,1936,high,high,elite,162,theatre,9.0,1920,True,México,True,True,True,True,,,Sátira,"Ficción histórica, Ficción por género, Ficción contemporánea; Ficción contemporánea; Ficción clásica; Antigua y clásica; Literatura y ficción; Literaria, Ficción contemporánea; Ficción, Europea, Antologías ; Ficción clásica, Ficción clásica",,Esperpento,Novela,Novela,bucólica,48982,300576,182,23,0,2032,1376,4,11563,2236,142,0,26,6,7,4,0,1382,656,4695,999,0,2220.40,1744.87,1702.50,2298.25,2330,9062,12960,8356,1746,3214,6724,11314,3561,7,195,39,1181,618,230,132,2902,105.84,75.00,90.00,88.00,1.58,1.28,1.00,1.00,59508,,,,,63,677,76,369,352,984,307,1661,457,202,347,1047,1774,39,129,327,157,553,27,1187,336,151,61,156,82,101,657,271,771,579,200,12,538,346,82,103,84,19,422,193,217,244,629,42050,468,1920
ne0031,ne0031,Galdos,Miau,1888,narrative,novela,realist,Spain,71395987,XX1014802,male,Miau,185212683,XX5450523,Benito Pérez Galdós,,free,"naturalist,social,realist",novela,,2015-05-05,#bvmc,html,,heterodiegetic,male,big-city,prose,book,,Europe,Novelas contemporáneas,,Ramón Villaalmil,mature,low,none,realistic,Europe,Spain,Madrid,Castilla,realista,contemporary,730,none,negative,,medium,realism,realista,1843,1920,medium,,,181,theatre,3.0,1889,True,Madrid,True,True,True,True,novela naturalista,,Realista,"Literatura y ficción; Ficción clásica, Ficción histórica, Ficción por género; Ficción clásica ; Antigua y clásica, Ficción clásica, Desarrollo personal y autoayuda; Literatura y ficción; Antologías; Ficción clásica, Ficción contemporánea",,,,,,97217,556591,45,2,0,1212,714,28,22243,1258,44,0,0,0,0,1,0,890,498,5562,1339,0,12812.68,2689.27,12434.00,3869.25,7778,14349,20545,18920,5934,5043,13735,19601,11401,23,446,219,2187,559,528,180,4176,137.57,110.24,113.00,132.00,2.41,2.02,2.00,2.00,117994,,,,,61,1831,205,667,1358,1307,590,4466,1089,699,872,2621,3463,94,138,799,147,2045,24,2016,867,417,66,206,57,153,1536,266,1206,806,237,49,1063,717,246,214,288,28,970,636,369,522,930,80686,964,1880
